https://www.ncbi.nlm.nih.gov/pubmed/12823078
ABSTRACTTEXT:eq(1)	0	589	624	3 times a day during the first week	Data collection method
ABSTRACTTEXT:eq(2)	0	0	160	All outcome measures showed significantly (p <.05) better mood improvement in light-treated patients, resulting in faster responses to antidepressant treatment.	The conclusion/finding
ABSTRACTTEXT:eq(1)	0	231	290	 placebo (exposure to a deactivated negative ion generator)	controlled group treatment
ABSTRACTTEXT:eq(3)	0	178	208	 low-intensity light treatment	Sunlight classification
ABSTRACTTEXT:eq(0)	0	0	39	Selective serotonin reuptake inhibitors	other enviroment factor
ABSTRACTTEXT:eq(1)	0	567	588	Visual Analogue Scale	disease diagnosis criteria
ABSTRACTTEXT:eq(3)	0	153	177	timing of administration	Sunlight classification
ABSTRACTTEXT:eq(1)	0	120	127	 40 mg,	other enviroment factor classification
ABSTRACTTEXT:eq(1)	0	335	358	Timing of light therapy	Sunlight classification
ABSTRACTTEXT:eq(1)	0	490	501	 Depression	investigation aspects classification/index
ABSTRACTTEXT:eq(1)	0	26	51	major depressive disorder	Diseases
ABSTRACTTEXT:eq(0)	0	462	513	major depressive episode without psychotic features	Diseases
ABSTRACTTEXT:eq(0)	0	351	418	effect of morning light therapy or placebo combined with citalopram	Investigation aspects
ABSTRACTTEXT:eq(1)	0	465	486	Hamilton Rating Scale	disease diagnosis criteria
ABSTRACTTEXT:eq(1)	0	65	81	bipolar disorder	Diseases
ABSTRACTTEXT:eq(1)	0	19	25	DSM-IV	disease diagnosis criteria
ABSTRACTTEXT:eq(1)	0	0	17	Thirty inpatients	Patient Cohort
ABSTRACTTEXT:eq(1)	0	544	554	every week	Data collection method
ABSTRACTTEXT:eq(1)	0	510	543	Zung Self-Rating Depression Scale	disease diagnosis criteria
ABSTRACTTEXT:eq(3)	0	262	272	citalopram	other enviroment factor
ABSTRACTTEXT:eq(1)	0	170	228	30 minutes of 400 lux green light treatment in the morning	Sunlight classification

https://www.ncbi.nlm.nih.gov/pubmed/9197908
ABSTRACTTEXT:eq(0)	0	784	804	depressive illnesses	Diseases
ABSTRACTTEXT:eq(0)	0	555	581	 intensity of illumination	Sunlight classification
ABSTRACTTEXT:eq(0)	0	498	514	 pharmacotherapy	other enviroment factor
ABSTRACTTEXT:eq(0)	0	154	164	depression	Diseases
ABSTRACTTEXT:eq(0)	0	332	378	high levels exceeding those most commonly used	Sunlight classification
ABSTRACTTEXT:eq(0)	0	0	12	Phototherapy	Environmental factors
ABSTRACTTEXT:eq(0)	0	819	836	light intensities	Sunlight classification
ABSTRACTTEXT:eq(0)	0	412	444	unipolar and bipolar depressions	Diseases
ABSTRACTTEXT:eq(0)	0	262	283	depressed in-patients	Patient Cohort
ABSTRACTTEXT:eq(0)	0	743	756	light therapy	Environmental factors
ABSTRACTTEXT:eq(0)	0	592	717	patients treated with high levels of illumination improved significantly more than those who received low levels (P < 0.02). 	The conclusion/finding
ABSTRACTTEXT:eq(0)	0	520	524	mood	Investigation aspects
ABSTRACTTEXT:eq(0)	0	287	326	high and low levels of artificial light	Sunlight classification

https://www.ncbi.nlm.nih.gov/pubmed/8851643
ABSTRACTTEXT:eq(0)	0	331	397	during 3 months on the same medication but without light treatment	Data sources
ABSTRACTTEXT:eq(0)	0	92	113	bright light therapy 	Environmental factors
ABSTRACTTEXT:eq(0)	0	0	13	Nine patients	Patient Cohort
ABSTRACTTEXT:eq(0)	0	119	127	 morning	Sunlight classification
ABSTRACTTEXT:eq(0)	0	18	49	 rapid cycling bipolar disorder	Diseases
ABSTRACTTEXT:eq(0)	0	399	535	Of the 3 light therapy schedules, only midday lights appeared to have beneficial clinical effects, improving mood ratings in 3 patients.	The conclusion/finding
ABSTRACTTEXT:eq(0)	0	156	163	 midday	Sunlight classification
ABSTRACTTEXT:eq(0)	0	218	289	during 3 months of light therapy (added to a stable medication regimen)	Data sources
ABSTRACTTEXT:eq(0)	0	205	217	mood ratings	Investigation aspects
ABSTRACTTEXT:eq(0)	0	137	144	evening	Sunlight classification

https://www.ncbi.nlm.nih.gov/pubmed/18076544
ABSTRACTTEXT:eq(1)	0	0	10	Nine women	Patient Cohort
ABSTRACTTEXT:eq(1)	0	435	448	morning light	Sunlight classification
ABSTRACTTEXT:eq(0)	0	105	126	bipolar disorder (BD)	Diseases
ABSTRACTTEXT:eq(1)	0	170	240	7,000 lux light therapy for two-week epochs of 15, 30 and 45 min daily	Sunlight classification
ABSTRACTTEXT:eq(0)	0	13	45	dose-ranging safety and efficacy	Investigation aspects
ABSTRACTTEXT:eq(1)	0	16	22	DSM-IV	disease diagnosis criteria
ABSTRACTTEXT:eq(1)	0	73	142	50 lux (illuminance at the receiving surface) red light for two weeks	Sunlight classification
ABSTRACTTEXT:eq(1)	0	23	56	BD I or II in the depressed phase	Diseases
ABSTRACTTEXT:eq(0)	0	55	75	bright light therapy	Environmental factors
ABSTRACTTEXT:eq(2)	0	232	394	Of the five women who received midday light therapy, two achieved full response and two showed early improvement but required a dose increase to sustain response.	The conclusion/finding
ABSTRACTTEXT:eq(1)	0	397	410	mood symptoms	investigation aspects classification/index
ABSTRACTTEXT:eq(1)	0	246	376	Structured Interview Guide for the Hamilton Depression Rating Scale with Atypical Depression Supplement and the Mania Rating Scale	Data collection method
ABSTRACTTEXT:eq(1)	0	476	488	midday light	Sunlight classification
ABSTRACTTEXT:eq(2)	0	0	77	Three of the four subjects treated with morning light developed mixed states.	The conclusion/finding

https://www.ncbi.nlm.nih.gov/pubmed/26433764
